TRAAAAV128F421A322,4623710,i,6,0
TRAAAAV128F421A322,4623710,the,4,0
TRAAAAV128F421A322,4623710,you,2,0
TRAAAAV128F421A322,4623710,to,2,0
TRAAAAV128F421A322,4623710,and,5,0
TRAAAAV128F421A322,4623710,a,3,0
TRAAAAV128F421A322,4623710,me,1,0
TRAAAAV128F421A322,4623710,it,1,0
TRAAAAV128F421A322,4623710,my,1,0
TRAAAAV128F421A322,4623710,is,2,0
TRAAAAV128F421A322,4623710,of,3,0
TRAAAAV128F421A322,4623710,your,1,0
TRAAAAV128F421A322,4623710,that,1,0
TRAAAAV128F421A322,4623710,are,2,0
TRAAAAV128F421A322,4623710,we,2,0
TRAAAAV128F421A322,4623710,am,2,0
TRAAAAV128F421A322,4623710,will,2,0
TRAAAAV128F421A322,4623710,for,4,0
TRAAAAV128F421A322,4623710,be,1,0
TRAAAAV128F421A322,4623710,have,2,0
TRAAAAV128F421A322,4623710,so,1,0
TRAAAAV128F421A322,4623710,this,1,0
TRAAAAV128F421A322,4623710,like,2,0
TRAAAAV128F421A322,4623710,de,1,0
TRAAAAV128F421A322,4623710,up,1,0
TRAAAAV128F421A322,4623710,was,2,0
TRAAAAV128F421A322,4623710,if,1,0
TRAAAAV128F421A322,4623710,got,1,0
TRAAAAV128F421A322,4623710,would,1,0
TRAAAAV128F421A322,4623710,been,1,0
TRAAAAV128F421A322,4623710,these,2,0
TRAAAAV128F421A322,4623710,seem,1,0
TRAAAAV128F421A322,4623710,someon,1,0
TRAAAAV128F421A322,4623710,understand,1,0
TRAAAAV128F421A322,4623710,pass,1,0
TRAAAAV128F421A322,4623710,river,1,0
TRAAAAV128F421A322,4623710,met,1,0
TRAAAAV128F421A322,4623710,piec,1,0
TRAAAAV128F421A322,4623710,damn,1,0
TRAAAAV128F421A322,4623710,worth,1,0
TRAAAAV128F421A322,4623710,flesh,1,0
TRAAAAV128F421A322,4623710,grace,1,0
TRAAAAV128F421A322,4623710,poor,2,0
TRAAAAV128F421A322,4623710,somehow,1,0
TRAAAAV128F421A322,4623710,ignor,1,0
TRAAAAV128F421A322,4623710,passion,1,0
TRAAAAV128F421A322,4623710,tide,1,0
TRAAAAV128F421A322,4623710,season,1,0
TRAAAAV128F421A322,4623710,seed,1,0
TRAAAAV128F421A322,4623710,resist,1,0
TRAAAAV128F421A322,4623710,order,2,0
TRAAAAV128F421A322,4623710,piti,1,0
TRAAAAV128F421A322,4623710,fashion,1,0
TRAAAAV128F421A322,4623710,grant,1,0
TRAAAAV128F421A322,4623710,captur,2,0
TRAAAAV128F421A322,4623710,ici,1,0
TRAAAAV128F421A322,4623710,soil,1,0
TRAAAAV128F421A322,4623710,patienc,1,0
TRAAAAV128F421A322,4623710,social,2,0
TRAAAAV128F421A322,4623710,highest,2,0
TRAAAAV128F421A322,4623710,slice,1,0
TRAAAAV128F421A322,4623710,leaf,1,0
TRAAAAV128F421A322,4623710,lifeless,1,0
TRAAAAV128F421A322,4623710,arrang,1,0
TRAAAAV128F421A322,4623710,wilder,1,0
TRAAAAV128F421A322,4623710,shark,1,0
TRAAAAV128F421A322,4623710,devast,1,0
TRAAAAV128F421A322,4623710,element,1,0
TRAAABD128F429CF47,6477168,i,10,0
TRAAABD128F429CF47,6477168,you,17,0
TRAAABD128F429CF47,6477168,to,8,0
TRAAABD128F429CF47,6477168,and,2,0
TRAAABD128F429CF47,6477168,a,2,0
TRAAABD128F429CF47,6477168,me,1,0
TRAAABD128F429CF47,6477168,it,3,0
TRAAABD128F429CF47,6477168,not,2,0
TRAAABD128F429CF47,6477168,in,3,0
TRAAABD128F429CF47,6477168,my,4,0
TRAAABD128F429CF47,6477168,is,3,0
TRAAABD128F429CF47,6477168,your,7,0
TRAAABD128F429CF47,6477168,that,5,0
TRAAABD128F429CF47,6477168,do,5,0
TRAAABD128F429CF47,6477168,are,6,0
TRAAABD128F429CF47,6477168,for,4,0
TRAAABD128F429CF47,6477168,no,1,0
TRAAABD128F429CF47,6477168,have,6,0
TRAAABD128F429CF47,6477168,so,2,0
TRAAABD128F429CF47,6477168,know,5,0
TRAAABD128F429CF47,6477168,but,3,0
TRAAABD128F429CF47,6477168,what,3,0
TRAAABD128F429CF47,6477168,when,2,0
TRAAABD128F429CF47,6477168,time,3,0
TRAAABD128F429CF47,6477168,can,1,0
TRAAABD128F429CF47,6477168,there,5,0
TRAAABD128F429CF47,6477168,la,7,0
TRAAABD128F429CF47,6477168,get,2,0
TRAAABD128F429CF47,6477168,got,3,0
TRAAABD128F429CF47,6477168,never,2,0
TRAAABD128F429CF47,6477168,feel,2,0
TRAAABD128F429CF47,6477168,want,2,0
TRAAABD128F429CF47,6477168,would,2,0
TRAAABD128F429CF47,6477168,day,4,0
TRAAABD128F429CF47,6477168,away,2,0
TRAAABD128F429CF47,6477168,yeah,4,0
TRAAABD128F429CF47,6477168,heart,5,0
TRAAABD128F429CF47,6477168,could,2,0
TRAAABD128F429CF47,6477168,need,3,0
TRAAABD128F429CF47,6477168,our,2,0
TRAAABD128F429CF47,6477168,look,2,0
TRAAABD128F429CF47,6477168,where,2,0
TRAAABD128F429CF47,6477168,thing,2,0
TRAAABD128F429CF47,6477168,think,1,0
TRAAABD128F429CF47,6477168,live,1,0
TRAAABD128F429CF47,6477168,onli,2,0
TRAAABD128F429CF47,6477168,tri,1,0
TRAAABD128F429CF47,6477168,keep,3,0
TRAAABD128F429CF47,6477168,dream,2,0
TRAAABD128F429CF47,6477168,wanna,3,0
TRAAABD128F429CF47,6477168,find,3,0
TRAAABD128F429CF47,6477168,hear,1,0
TRAAABD128F429CF47,6477168,believ,1,0
TRAAABD128F429CF47,6477168,everyth,2,0
TRAAABD128F429CF47,6477168,someth,4,0
TRAAABD128F429CF47,6477168,insid,2,0
TRAAABD128F429CF47,6477168,chang,2,0
TRAAABD128F429CF47,6477168,soul,7,0
TRAAABD128F429CF47,6477168,new,1,0
TRAAABD128F429CF47,6477168,start,2,0
TRAAABD128F429CF47,6477168,pleas,2,0
TRAAABD128F429CF47,6477168,true,1,0
TRAAABD128F429CF47,6477168,while,2,0
TRAAABD128F429CF47,6477168,deep,4,0
TRAAABD128F429CF47,6477168,beat,1,0
TRAAABD128F429CF47,6477168,after,2,0
TRAAABD128F429CF47,6477168,fade,2,0
TRAAABD128F429CF47,6477168,wast,3,0
TRAAABD128F429CF47,6477168,trust,1,0
TRAAABD128F429CF47,6477168,alreadi,2,0
TRAAABD128F429CF47,6477168,style,2,0
TRAAABD128F429CF47,6477168,asleep,1,0
TRAAABD128F429CF47,6477168,wors,2,0
TRAAABD128F429CF47,6477168,goal,2,0
TRAAAED128E0783FAB,2516445,i,28,0
TRAAAED128E0783FAB,2516445,the,15,0
TRAAAED128E0783FAB,2516445,you,2,0
TRAAAED128E0783FAB,2516445,to,12,0
TRAAAED128E0783FAB,2516445,and,22,0
TRAAAED128E0783FAB,2516445,a,2,0
TRAAAED128E0783FAB,2516445,me,2,0
TRAAAED128E0783FAB,2516445,it,4,0
TRAAAED128E0783FAB,2516445,not,2,0
TRAAAED128E0783FAB,2516445,in,1,0
TRAAAED128E0783FAB,2516445,my,20,0
TRAAAED128E0783FAB,2516445,is,3,0
TRAAAED128E0783FAB,2516445,of,1,0
TRAAAED128E0783FAB,2516445,that,7,0
TRAAAED128E0783FAB,2516445,do,2,0
TRAAAED128E0783FAB,2516445,on,1,0
TRAAAED128E0783FAB,2516445,are,2,0
TRAAAED128E0783FAB,2516445,am,8,0
TRAAAED128E0783FAB,2516445,will,13,0
TRAAAED128E0783FAB,2516445,for,6,0
TRAAAED128E0783FAB,2516445,be,4,0
TRAAAED128E0783FAB,2516445,have,3,0
TRAAAED128E0783FAB,2516445,love,11,0
TRAAAED128E0783FAB,2516445,so,9,0
TRAAAED128E0783FAB,2516445,this,4,0
TRAAAED128E0783FAB,2516445,but,1,0
TRAAAED128E0783FAB,2516445,just,1,0
TRAAAED128E0783FAB,2516445,when,3,0
TRAAAED128E0783FAB,2516445,like,1,0
TRAAAED128E0783FAB,2516445,time,6,0
TRAAAED128E0783FAB,2516445,come,4,0
TRAAAED128E0783FAB,2516445,go,1,0
TRAAAED128E0783FAB,2516445,one,4,0
TRAAAED128E0783FAB,2516445,out,2,0
TRAAAED128E0783FAB,2516445,down,1,0
TRAAAED128E0783FAB,2516445,if,2,0
TRAAAED128E0783FAB,2516445,got,7,0
TRAAAED128E0783FAB,2516445,from,1,0
TRAAAED128E0783FAB,2516445,feel,2,0
TRAAAED128E0783FAB,2516445,make,10,0
TRAAAED128E0783FAB,2516445,way,9,0
TRAAAED128E0783FAB,2516445,take,5,0
TRAAAED128E0783FAB,2516445,day,3,0
TRAAAED128E0783FAB,2516445,by,1,0
TRAAAED128E0783FAB,2516445,her,6,0
TRAAAED128E0783FAB,2516445,heart,3,0
TRAAAED128E0783FAB,2516445,could,1,0
TRAAAED128E0783FAB,2516445,look,3,0
TRAAAED128E0783FAB,2516445,where,1,0
TRAAAED128E0783FAB,2516445,more,7,0
TRAAAED128E0783FAB,2516445,been,2,0
TRAAAED128E0783FAB,2516445,who,4,0
TRAAAED128E0783FAB,2516445,through,6,0
TRAAAED128E0783FAB,2516445,onli,3,0
TRAAAED128E0783FAB,2516445,tri,5,0
TRAAAED128E0783FAB,2516445,whi,1,0
TRAAAED128E0783FAB,2516445,dream,3,0
TRAAAED128E0783FAB,2516445,well,1,0
TRAAAED128E0783FAB,2516445,an,6,0
TRAAAED128E0783FAB,2516445,long,1,0
TRAAAED128E0783FAB,2516445,girl,3,0
TRAAAED128E0783FAB,2516445,find,8,0
TRAAAED128E0783FAB,2516445,good,1,0
TRAAAED128E0783FAB,2516445,about,6,0
TRAAAED128E0783FAB,2516445,some,8,0
TRAAAED128E0783FAB,2516445,littl,1,0
TRAAAED128E0783FAB,2516445,wait,1,0
TRAAAED128E0783FAB,2516445,run,1,0
TRAAAED128E0783FAB,2516445,walk,2,0
TRAAAED128E0783FAB,2516445,gone,1,0
TRAAAED128E0783FAB,2516445,someth,1,0
TRAAAED128E0783FAB,2516445,befor,1,0
TRAAAED128E0783FAB,2516445,much,6,0
TRAAAED128E0783FAB,2516445,anoth,1,0
TRAAAED128E0783FAB,2516445,new,1,0
TRAAAED128E0783FAB,2516445,tonight,3,0
TRAAAED128E0783FAB,2516445,burn,1,0
TRAAAED128E0783FAB,2516445,thought,1,0
TRAAAED128E0783FAB,2516445,realli,1,0
TRAAAED128E0783FAB,2516445,hard,1,0
TRAAAED128E0783FAB,2516445,care,1,0
TRAAAED128E0783FAB,2516445,put,1,0
TRAAAED128E0783FAB,2516445,seem,1,0
TRAAAED128E0783FAB,2516445,mine,4,0
TRAAAED128E0783FAB,2516445,fire,1,0
TRAAAED128E0783FAB,2516445,someon,4,0
TRAAAED128E0783FAB,2516445,while,1,0
TRAAAED128E0783FAB,2516445,doe,1,0
TRAAAED128E0783FAB,2516445,smile,1,0
TRAAAED128E0783FAB,2516445,open,6,0
TRAAAED128E0783FAB,2516445,door,7,0
TRAAAED128E0783FAB,2516445,mayb,3,0
TRAAAED128E0783FAB,2516445,may,2,0
TRAAAED128E0783FAB,2516445,sometim,1,0
TRAAAED128E0783FAB,2516445,lone,3,0
TRAAAED128E0783FAB,2516445,chanc,3,0
TRAAAED128E0783FAB,2516445,air,1,0
TRAAAED128E0783FAB,2516445,water,1,0
TRAAAED128E0783FAB,2516445,readi,4,0
TRAAAED128E0783FAB,2516445,past,1,0
TRAAAED128E0783FAB,2516445,happen,1,0
TRAAAED128E0783FAB,2516445,pretti,1,0
TRAAAED128E0783FAB,2516445,differ,1,0
TRAAAED128E0783FAB,2516445,faith,1,0
TRAAAED128E0783FAB,2516445,search,1,0
TRAAAED128E0783FAB,2516445,flame,1,0
TRAAAED128E0783FAB,2516445,piec,1,0
TRAAAED128E0783FAB,2516445,cos,3,0
TRAAAED128E0783FAB,2516445,meant,1,0
TRAAAED128E0783FAB,2516445,higher,1,0
TRAAAED128E0783FAB,2516445,edg,1,0
